ID,V1,V2,V3,V4,V5,V6,V7,V8
483,11500,48,63000,Diesel,69,1900,5,185
484,11500,55,63000,Petrol,110,1600,4,69
485,11450,54,62987,Petrol,110,1600,5,85
486,9900,56,62751,Petrol,110,1600,3,69
487,9500,54,62519,Petrol,97,1400,3,69
488,10500,50,62280,Petrol,97,1400,5,85
489,10750,50,61672,Petrol,110,1600,5,85
490,8950,54,61000,Diesel,69,2000,5,185
491,12000,56,61000,Petrol,110,1600,3,69
492,9940,53,60558,Petrol,110,1600,4,19
493,10950,47,60348,Petrol,110,1600,4,69
494,10750,54,60239,Petrol,110,1600,5,85
495,9799,51,59000,Petrol,97,1400,3,69
496,11750,51,58761,Petrol,97,1300,5,85
497,11950,54,58745,Petrol,110,1600,4,69
498,11250,52,58596,Petrol,110,1600,3,69
499,11750,54,58530,Petrol,110,1600,5,85
500,10950,55,58377,Petrol,110,1600,3,69
501,11250,56,58142,Petrol,110,1600,5,85
502,9950,53,57948,Petrol,97,1400,3,69
503,9700,51,57645,Petrol,110,1600,5,85
504,11950,47,57500,Petrol,110,1600,4,19
505,9900,53,57475,Petrol,110,1600,3,69
506,9990,55,56743,Petrol,110,1600,3,69
507,9475,48,56675,Petrol,97,1400,3,69
508,11500,54,55877,Petrol,110,1600,5,85
509,11950,53,55500,Petrol,110,1600,4,69
510,11500,55,54900,Petrol,97,1400,5,85
511,10500,50,54465,Petrol,110,1600,5,85
512,10900,46,53700,Petrol,97,1400,5,85
513,11700,52,53561,Petrol,97,1400,5,85
514,11900,51,53408,Petrol,110,1600,5,85
515,13950,51,53268,Petrol,110,1600,5,85
516,10950,49,53116,Petrol,97,1400,3,69
517,10500,56,52448,Petrol,97,1400,3,69
518,10750,55,52149,Petrol,97,1400,3,19
519,11950,55,52141,Petrol,110,1600,5,85
520,10000,56,52000,Petrol,97,1400,3,69
521,10495,48,50967,Petrol,97,1400,5,85
522,11450,50,50400,Petrol,110,1600,5,85
523,9400,54,50000,Petrol,97,1400,3,69
524,11950,51,50000,Petrol,86,1300,5,69
525,9650,53,49969,Petrol,110,1600,5,85
526,18950,49,49568,Petrol,110,1600,3,19
527,11450,51,49473,Petrol,110,1600,3,85
528,10250,52,49432,Petrol,110,1600,3,69
529,11450,48,49417,Petrol,110,1600,3,69
530,9950,54,49366,Petrol,97,1400,3,69
531,10500,56,48731,Petrol,110,1600,3,85
532,13750,54,48370,Petrol,110,1600,5,85
533,9950,48,48071,Petrol,97,1400,3,69
534,10250,54,47852,Petrol,110,1600,4,69
535,10850,54,47768,Petrol,110,1600,3,85
536,11895,52,47689,Petrol,110,1600,5,85
537,12950,53,47451,Petrol,110,1600,3,85
538,11950,50,47219,Petrol,110,1600,5,85
539,10750,56,47211,Petrol,110,1600,5,85
540,9550,54,46856,Petrol,97,1400,5,85
541,10950,56,46500,Petrol,86,1300,5,69
542,11750,52,46449,Petrol,110,1600,4,69
543,10950,47,46391,Petrol,110,1600,5,85
544,12450,54,46230,Petrol,110,1600,3,85
545,10500,52,46029,Petrol,110,1600,4,69
546,10900,50,46000,Petrol,97,1400,3,69
547,12950,50,45900,Petrol,110,1600,5,85
548,10950,47,45850,Petrol,97,1400,5,85
549,12500,56,45336,Petrol,110,1600,5,85
550,9950,55,44537,Petrol,97,1400,3,69
551,10750,56,43700,Petrol,86,1300,3,69
552,12500,48,43120,Petrol,97,1400,3,69
554,10450,49,41710,Petrol,110,1600,3,69
555,10750,52,41700,Petrol,97,1400,3,69
556,12950,49,41636,Petrol,110,1600,5,19
557,10995,50,41273,Petrol,97,1400,5,85
558,11950,49,40836,Petrol,110,1600,3,85
559,11250,50,40400,Petrol,97,1400,5,85
560,11950,47,40361,Petrol,110,1600,5,85
561,13750,54,40325,Petrol,86,1300,5,69
562,11000,47,40000,Petrol,110,1600,5,85
563,13500,50,39706,Petrol,110,1600,5,85
564,10950,54,39291,Petrol,110,1600,3,69
565,10750,54,39000,Petrol,97,1400,3,69
566,8950,47,38900,Petrol,97,1400,3,69
567,12950,51,38403,Petrol,110,1600,3,85
568,9750,56,37461,Petrol,97,1400,3,69
569,10900,54,37000,Petrol,97,1400,3,69
570,10995,55,36406,Petrol,110,1600,4,69
571,10750,48,36005,Petrol,97,1400,5,85
572,10950,52,36000,Petrol,110,1600,5,85
573,13000,49,36000,Petrol,110,1600,5,85
574,12950,45,36000,Petrol,110,1600,3,85
575,11500,52,35823,Petrol,110,1600,5,85
576,10950,56,35230,Petrol,97,1400,3,69
577,11710,48,35142,Petrol,110,1600,3,85
578,9980,49,34890,Petrol,97,1400,3,69
579,12250,51,34882,Petrol,110,1600,5,85
580,11500,46,34000,Petrol,110,1600,5,85
581,11950,56,33998,Petrol,110,1600,5,85
582,11500,55,33230,Petrol,110,1600,3,69
583,11900,46,33021,Petrol,110,1600,5,85
584,11930,49,31999,Petrol,97,1400,3,69
585,10500,52,31579,Petrol,97,1400,3,69
586,8950,56,31000,Petrol,97,1400,3,69
587,10450,46,30806,Petrol,97,1400,5,85
588,10500,55,30461,Petrol,86,1300,5,69
589,12950,50,29686,Petrol,110,1600,3,85
590,9950,55,29650,Petrol,86,1300,3,69
591,12900,52,29500,Petrol,110,1600,3,85
592,9950,48,28656,Petrol,97,1400,3,19
593,9950,55,27500,Petrol,97,1400,3,69
594,10950,48,26938,Petrol,110,1600,3,69
595,10950,53,26624,Petrol,97,1400,5,85
596,9950,47,26221,Petrol,97,1400,3,69
597,10950,50,22648,Petrol,97,1400,5,85
598,10800,50,22500,Petrol,97,1400,3,69
599,10500,56,19313,Petrol,97,1400,3,69
600,10450,50,17619,Petrol,110,1600,4,69
601,10600,51,17069,Petrol,97,1400,3,69
602,10450,48,15000,Petrol,97,1400,3,69
603,12950,50,10210,Petrol,97,1400,5,85
604,11250,47,5309,Petrol,110,1600,3,85
605,7500,50,1,Diesel,90,2000,3,64
606,8950,52,31000,Petrol,97,1398,3,69
607,6950,58,205000,Diesel,72,2000,4,185
608,7900,68,204250,Diesel,72,2000,3,185
609,5950,68,194545,Petrol,86,1300,4,69
610,7500,59,190900,Diesel,72,2000,3,185
611,7500,62,183500,Diesel,72,2000,5,185
612,6900,65,176184,Diesel,72,2000,3,185
613,5751,67,174833,Diesel,72,2000,4,185
614,6950,68,155720,Petrol,86,1300,3,69
615,7950,67,155500,Petrol,110,1600,5,69
616,7750,59,154783,Diesel,72,2000,3,185
617,7950,64,154462,Diesel,72,2000,5,185
618,8250,64,150585,Petrol,110,1600,3,85
619,6250,67,149000,Diesel,90,2000,5,64
620,9500,62,147636,Diesel,72,2000,5,185
621,6900,59,144521,Diesel,72,2000,5,64
622,8450,64,144000,CNG,110,1600,3,72
623,7350,65,140168,Diesel,72,2000,3,185
624,8950,68,140000,Petrol,110,1600,5,85
625,6900,60,139800,Diesel,72,2000,3,185
626,8950,59,137050,CNG,110,1600,3,197
627,8750,61,136956,Petrol,110,1600,3,85
628,7950,67,135337,CNG,110,1600,5,197
629,8950,64,133769,Diesel,72,2000,3,185
630,8950,58,133405,Diesel,72,2000,5,185
631,8950,65,132807,Diesel,72,2000,5,185
632,7950,64,132393,Diesel,72,2000,5,185
633,7750,60,130270,Petrol,110,1600,3,69
634,7500,59,130000,Diesel,72,2000,4,185
635,8950,67,127000,Diesel,72,2000,5,185
636,9800,67,126800,Diesel,72,2000,5,185
637,9450,66,126452,Petrol,110,1600,5,85
638,8950,62,125175,Diesel,116,2000,5,185
639,8750,68,125000,Diesel,72,2000,3,185
640,10500,61,123000,Diesel,72,2000,5,185
641,7995,59,121626,Petrol,86,1300,5,69
642,10450,64,120400,Petrol,110,1600,5,85
643,9950,66,120000,Diesel,72,2000,4,185
644,9950,68,119541,Petrol,110,1600,3,85
645,8950,68,119500,Petrol,110,1600,5,85
646,7950,68,119289,Petrol,110,1600,4,69
647,10950,57,118833,Petrol,110,1600,3,85
648,9950,64,118000,Diesel,72,2000,5,185
649,8600,68,117955,Petrol,110,1600,4,85
650,7250,65,117609,Petrol,86,1300,3,69
651,6950,68,117000,Diesel,72,2000,3,185
652,8000,64,116000,Petrol,86,1300,5,69
653,9950,58,115715,Petrol,110,1600,5,85
654,9450,60,115191,CNG,110,1600,4,197
655,7950,68,115071,Petrol,110,1600,3,85
656,9450,63,115000,CNG,110,1600,3,197
657,9950,64,114846,Petrol,110,1600,5,85
658,6950,65,114383,Diesel,90,2000,3,64
659,8250,59,113700,Petrol,110,1600,5,19
660,9950,67,113118,Petrol,86,1300,3,69
661,8250,59,112827,Petrol,86,1300,5,69
662,9950,68,112116,Petrol,110,1600,5,85
663,10500,66,112000,Petrol,110,1600,3,85
664,7950,62,112000,Diesel,72,2000,4,64
665,9750,65,111769,Petrol,110,1600,3,85
666,9250,61,110853,Petrol,110,1600,5,85
667,9500,68,110287,Petrol,110,1600,3,69
668,9950,62,109547,Petrol,110,1600,5,85
669,7750,63,109230,Petrol,110,1600,3,69
670,9500,68,109150,Petrol,110,1600,5,85
671,9950,67,108793,Petrol,110,1600,4,69
672,9750,64,106784,Petrol,110,1600,3,19
673,9750,58,105942,Petrol,86,1300,5,69
674,5950,59,105000,Petrol,86,1300,3,19
675,8500,62,105000,Petrol,86,1300,5,69
676,8495,68,104299,Petrol,110,1600,5,85
677,9250,67,104000,Petrol,86,1300,3,69
678,6900,68,104000,Petrol,86,1300,3,19
679,8950,58,103458,Petrol,86,1300,3,69
680,9500,63,103400,Petrol,110,1600,5,85
681,9250,63,102807,Petrol,86,1300,5,85
682,9895,68,102494,Petrol,110,1600,5,85
683,9950,57,102300,Diesel,72,2000,5,185
684,7950,61,102106,Petrol,110,1600,3,69
685,8750,68,101889,Petrol,110,1600,5,85
686,8250,57,101791,Diesel,72,2000,3,185
687,8950,63,101469,Petrol,110,1600,3,85
688,8950,68,101001,Petrol,110,1600,5,85
689,8950,61,100748,Petrol,110,1600,5,85
690,8950,65,100550,Petrol,110,1600,5,85
691,9450,67,99781,Petrol,110,1600,5,85
692,8950,59,98658,Petrol,86,1300,3,69
693,9250,65,98500,Petrol,110,1600,5,85
694,8750,64,98291,Petrol,86,1300,4,69
695,9950,61,97648,Petrol,110,1600,3,85
696,9950,61,97425,Petrol,110,1600,5,85
697,9900,65,97173,Petrol,86,1300,3,69
698,8950,66,97046,Petrol,86,1300,4,69
699,8950,67,96000,Petrol,110,1600,3,69
700,12250,60,96000,Diesel,72,2000,4,185
701,9250,67,95750,Petrol,110,1600,5,85
702,10250,61,95147,Petrol,110,1600,3,85
703,8950,68,95000,Petrol,110,1600,3,69
704,7999,65,95000,Petrol,110,1600,3,69
705,9900,66,94606,Petrol,110,1600,3,85
706,8250,63,94504,Petrol,86,1300,4,69
707,10500,65,93428,Petrol,110,1600,5,85
708,8450,65,93408,Petrol,86,1300,3,69
709,9900,68,93296,Petrol,110,1600,5,85
710,10500,62,93098,Petrol,110,1600,5,85
711,8500,67,92922,Diesel,72,2000,4,185
712,9500,61,92498,Petrol,110,1600,3,69
713,9450,65,92226,Petrol,110,1600,3,85
714,9900,68,91505,Diesel,72,2000,3,185
715,8250,64,91333,Petrol,110,1600,3,69
716,8750,65,91246,Petrol,86,1300,3,69
717,9500,58,91000,Petrol,110,1600,5,85
718,8450,68,90727,Petrol,110,1600,3,69
719,8490,62,90000,Petrol,110,1600,3,69
720,8750,60,89576,Petrol,110,1600,4,69
721,9750,64,89145,Petrol,86,1300,3,69
722,9950,63,89000,Petrol,110,1600,5,85
723,8500,68,88807,Petrol,110,1600,3,69
724,8450,63,88685,Petrol,110,1600,5,85
725,7900,62,88667,Petrol,110,1600,4,69
726,8750,57,88480,Petrol,110,1600,3,69
727,7950,61,88127,Petrol,86,1300,3,69
728,6900,62,88000,Petrol,86,1300,3,69
729,8150,65,87821,Petrol,86,1300,3,69
730,10995,59,87654,Petrol,86,1300,5,85
731,8900,59,86888,Petrol,110,1600,3,69
732,9500,59,86871,Petrol,86,1300,5,69
733,8950,68,86714,Petrol,110,1600,4,69
734,11500,65,85889,Petrol,110,1600,3,85
735,10450,62,85000,Petrol,110,1600,3,69
736,10500,60,85000,Petrol,86,1300,3,69
737,9250,68,84976,Petrol,110,1600,4,69
738,10950,65,84558,Petrol,110,1600,5,19
739,10450,62,84549,Petrol,110,1600,5,85
740,9250,68,84482,Petrol,110,1600,5,85
741,8750,62,83908,Petrol,110,1600,5,85
742,8750,67,83560,Petrol,86,1300,3,69
743,9800,68,83000,Petrol,107,1600,5,85
744,8250,64,82723,Petrol,86,1300,3,69
745,10450,62,82421,Petrol,110,1600,3,85
746,9750,58,82254,Petrol,110,1600,5,69
747,8950,61,82115,Petrol,110,1600,3,85
748,7450,65,82000,Petrol,86,1300,3,69
749,8450,68,81965,Petrol,86,1300,5,69
750,8250,66,81250,Petrol,110,1600,3,19
751,10950,65,81192,Petrol,110,1600,3,85
752,8950,61,81170,Petrol,110,1600,4,69
753,8750,66,81083,Petrol,86,1300,3,69
754,10450,61,80714,Petrol,110,1600,5,85
755,10950,57,80470,Petrol,110,1600,5,85
756,8450,65,80439,Petrol,110,1600,4,69
757,9950,59,80430,Petrol,110,1600,3,85
758,9950,68,80426,Petrol,110,1600,3,85
759,8750,62,80265,Petrol,86,1300,3,69
760,9950,65,80153,Petrol,110,1600,5,85
761,9500,68,80121,Petrol,110,1600,5,85
762,8250,65,80086,Petrol,110,1600,4,69
763,10950,62,80000,Petrol,110,1600,5,85
764,7950,60,80000,Petrol,86,1300,5,19
765,8250,65,80000,Petrol,86,1300,2,19
766,9895,67,79858,Petrol,110,1600,4,69
767,9130,67,79762,Petrol,86,1300,3,69
768,10950,59,79660,Petrol,86,1300,5,85
769,10500,60,79150,Petrol,110,1600,5,85
770,8900,61,79000,Petrol,110,1600,3,69
771,9500,57,78955,Petrol,86,1300,5,69
772,10950,59,78750,Diesel,90,1975,5,210
773,7950,68,78521,Petrol,86,1300,3,69
774,7950,64,78356,Petrol,86,1300,3,69
775,7950,65,78076,Petrol,86,1300,3,69
776,9500,61,78063,Petrol,107,1600,5,85
777,10950,67,77821,Petrol,110,1600,5,85
778,9750,68,77695,Petrol,110,1600,4,69
779,9750,65,77500,Petrol,110,1600,3,69
780,9450,63,77457,Petrol,110,1600,3,85
781,8950,68,77029,Petrol,86,1300,3,69
782,8950,68,77008,Petrol,86,1300,3,69
783,8900,66,76791,Petrol,110,1600,5,85
784,9950,61,76700,Petrol,86,1300,5,69
785,8750,67,76569,Petrol,86,1300,3,69
786,8950,59,76162,Petrol,110,1600,5,85
787,8990,65,76155,Petrol,110,1600,4,69
788,8950,61,75609,Petrol,86,1300,3,69
789,8950,62,75569,Diesel,72,2000,3,185
790,9950,67,75429,Petrol,110,1600,3,85
791,9900,68,75000,Petrol,110,1600,5,85
792,8950,65,75000,Petrol,86,1300,3,19
793,8950,62,75000,Petrol,110,1600,5,85
794,9500,66,74963,Petrol,107,1600,3,85
795,7950,68,74889,Petrol,86,1300,3,69
796,7750,68,74875,Petrol,110,1600,5,85
797,8950,63,74747,Petrol,110,1600,5,85
798,11950,60,74720,Petrol,110,1600,5,85
799,8950,62,74457,Petrol,110,1600,5,85
800,11950,60,74337,Petrol,86,1300,5,69
801,8950,68,74308,Petrol,110,1600,3,69
802,9950,64,74193,Petrol,110,1600,3,69
803,8250,65,74179,Petrol,110,1600,3,69
804,8995,67,73936,Petrol,86,1300,5,69
805,9995,61,73894,Petrol,110,1600,3,85
806,9250,64,73500,Petrol,110,1600,3,69
807,10950,64,73376,Petrol,110,1600,5,85
808,8900,64,73300,Petrol,86,1300,3,69
809,9500,58,73172,Petrol,110,1600,5,85
810,9950,58,72928,Petrol,110,1600,5,85
811,7950,67,72880,Petrol,86,1332,3,69
812,8250,63,72522,Petrol,110,1600,3,69
813,9450,64,72000,Petrol,86,1300,3,69
814,7950,57,72000,Petrol,86,1300,3,69
815,9500,59,71366,Petrol,110,1600,3,85
816,8950,65,71317,Petrol,110,1600,3,69
817,10950,62,71000,Petrol,110,1600,5,85
818,8950,60,70954,Petrol,110,1600,3,69
819,9450,63,70908,Petrol,86,1300,5,69
820,8000,58,70560,Petrol,110,1600,3,69
821,9900,67,70552,Petrol,110,1600,5,85
822,8950,62,70500,Petrol,110,1600,5,69
823,10900,60,70453,Diesel,72,2000,5,185
824,9450,59,70218,Petrol,110,1600,3,69
825,8450,64,70116,Petrol,110,1600,4,69
826,9500,65,70068,Petrol,110,1600,5,85
827,10500,67,70000,Petrol,107,1587,3,19
828,6950,68,70000,Petrol,86,1300,3,69
829,9750,68,69103,Petrol,110,1600,4,69
830,6950,58,69022,Petrol,86,1300,5,69
831,9650,67,69000,Petrol,110,1600,3,85
832,9950,68,68865,Petrol,110,1600,3,85
833,9250,58,68723,Petrol,86,1300,3,69
834,8950,63,68453,Petrol,110,1600,5,85
835,9900,63,68238,Petrol,86,1300,5,69
836,10995,63,68153,Petrol,110,1600,5,85
837,10500,65,68000,Petrol,110,1600,5,85
838,8950,65,68000,Petrol,86,1300,3,69
839,9750,67,67762,Petrol,110,1600,3,85
840,10950,68,67146,Petrol,110,1600,5,85
841,9750,67,67110,Petrol,86,1300,5,69
842,9950,59,67010,Petrol,110,1600,3,85
843,10500,65,67003,Petrol,110,1600,4,69
844,10400,68,66785,Petrol,86,1300,3,69
845,8800,68,66550,Petrol,86,1332,3,69
846,10500,61,66259,Petrol,110,1600,3,85
847,9250,62,66082,Petrol,110,1600,5,85
848,7800,65,66000,Petrol,86,1300,3,69
849,9950,61,66000,Petrol,110,1600,3,69
850,10750,63,65896,Petrol,110,1600,3,85
851,10950,67,65785,Petrol,110,1600,5,85
852,9950,65,65513,Petrol,110,1600,4,85
853,9950,59,65463,Petrol,110,1600,5,85
854,8100,68,65400,Petrol,86,1300,4,69
855,9250,60,65259,Petrol,110,1600,3,69
856,7800,64,65000,Petrol,110,1600,3,69
857,9000,68,65000,Petrol,110,1600,5,85
858,8950,57,65000,Petrol,110,1600,4,69
859,8950,62,64966,Petrol,86,1300,3,69
860,9950,68,64950,Petrol,110,1600,5,85
861,8500,60,64914,Petrol,110,1600,5,85
862,7995,62,64797,Petrol,110,1600,5,85
863,8750,65,64772,Petrol,110,1600,3,69
864,9750,63,64690,Petrol,86,1300,3,69
865,10950,65,64630,Petrol,110,1600,5,85
866,9750,67,64613,Petrol,110,1600,5,85
867,8200,60,64383,Petrol,86,1300,3,69
868,8950,68,64000,Petrol,110,1600,5,85
869,9500,66,63881,Petrol,86,1300,3,69
870,10950,58,63870,Diesel,72,2000,5,185
871,9750,66,63328,Petrol,86,1300,5,85
872,9950,65,63000,Petrol,86,1300,5,85
873,10450,61,63000,Petrol,86,1300,3,69
874,9850,65,62396,Petrol,110,1600,3,69
875,9450,62,62377,Petrol,110,1600,5,85
876,10295,67,62316,Petrol,110,1600,3,69
877,9750,68,62292,Petrol,110,1600,3,85
878,8950,65,62225,Petrol,110,1600,3,69
879,9900,68,62222,Petrol,110,1600,5,85
880,8750,66,62135,Petrol,86,1300,5,69
881,9950,58,62024,Petrol,110,1600,5,85
882,8500,60,61977,Petrol,86,1300,3,69
883,9950,62,61930,Petrol,110,1600,4,69
884,10950,57,61682,Petrol,110,1600,3,69
885,9795,68,61568,Petrol,110,1600,4,69
886,8750,68,61504,Petrol,110,1600,4,69
887,8250,65,61384,Petrol,110,1600,3,69
888,9950,58,61343,Petrol,110,1600,5,85
889,9950,62,61254,Petrol,110,1600,5,85
890,10500,59,61166,Petrol,110,1600,3,69
891,9750,62,61149,Petrol,86,1300,5,69
892,11250,61,61144,Petrol,110,1600,5,85
893,8900,59,61127,Petrol,110,1600,3,69
894,7950,60,61100,Petrol,86,1300,3,69
895,11500,68,61100,Petrol,110,1600,5,85
896,9450,57,61000,Petrol,110,1600,3,69
897,7995,65,60724,Petrol,86,1300,3,69
898,10995,59,60708,Petrol,86,1300,5,69
899,8950,61,60532,Petrol,110,1600,3,69
900,8250,67,60000,Petrol,86,1300,4,69
901,8950,66,60000,Petrol,86,1300,3,69
902,8950,65,60000,Petrol,86,1300,3,69
903,9500,62,59295,Petrol,86,1300,5,69
904,7500,65,59264,Petrol,86,1300,3,69
905,8950,63,59000,Petrol,110,1600,3,69
906,9950,63,59000,Petrol,86,1300,5,19
907,9750,65,59000,Petrol,110,1600,5,19
908,9450,61,59000,Petrol,110,1600,5,85
909,9950,65,59000,Petrol,110,1600,3,69
910,9750,68,58860,Petrol,110,1600,3,85
911,8950,65,58829,Petrol,110,1600,3,69
912,8250,66,58654,Petrol,110,1600,5,85
913,7750,65,58300,Petrol,86,1300,3,69
914,8950,60,58269,Petrol,110,1600,3,69
915,9950,64,58136,Petrol,110,1600,5,85
916,9450,66,58113,Petrol,107,1600,3,85
917,12950,67,58058,Petrol,110,1600,3,85
918,9950,58,58000,Petrol,110,1600,3,69
919,10495,62,58000,Petrol,110,1600,3,85
920,7950,68,57565,Petrol,86,1300,5,69
921,10500,63,57413,Petrol,107,1600,5,85
922,8950,65,57374,Petrol,110,1600,5,85
923,9900,62,57179,Petrol,110,1600,5,85
924,9995,61,57169,Petrol,110,1600,3,85
925,9950,63,57124,Petrol,110,1600,3,85
926,9950,63,57000,Petrol,110,1600,3,69
927,8250,67,57000,Petrol,110,1600,3,69
928,9950,63,57000,Petrol,86,1300,5,69
929,8950,59,56259,Petrol,86,1300,3,69
930,10950,62,56209,Petrol,107,1600,3,85
931,9250,67,56074,Petrol,86,1300,4,69
932,9950,63,55942,Petrol,110,1600,5,85
933,9995,57,55844,Petrol,86,1300,5,69
934,8750,61,55747,Petrol,86,1300,3,69
935,10950,58,55478,Petrol,86,1300,5,69
936,10350,60,55085,Petrol,107,1600,5,85
937,9950,65,55061,Petrol,110,1600,5,85
938,8950,65,55000,Petrol,86,1300,3,69
939,10950,57,55000,Petrol,110,1600,5,85
940,10950,63,54936,Petrol,110,1600,5,85
941,8950,68,54875,Petrol,110,1600,5,85
942,8900,67,54847,Petrol,110,1600,3,69
943,10250,60,54554,Petrol,110,1600,3,85
944,9450,61,54125,Petrol,110,1600,5,69
945,9250,61,54000,Petrol,110,1600,3,85
946,10500,57,54000,Petrol,110,1600,5,85
947,7350,58,54000,Petrol,86,1300,5,69
948,10250,57,54000,Petrol,110,1600,3,19
949,10250,62,53285,Petrol,110,1600,5,85
950,11500,65,53053,Petrol,110,1600,5,85
951,8950,68,53000,Petrol,110,1587,3,19
952,7750,68,53000,Petrol,86,1300,3,69
953,9500,64,52968,Petrol,110,1600,3,69
954,8450,67,52800,Petrol,86,1300,3,69
955,8950,57,52548,Petrol,110,1600,3,69
956,8400,60,52487,Petrol,110,1600,4,69
957,9250,66,52383,Petrol,86,1300,3,69
958,8900,61,52112,Petrol,110,1600,4,69
959,8750,58,51712,Petrol,110,1600,3,69
960,10950,58,51421,Petrol,110,1600,5,85
961,8950,61,51235,Petrol,86,1300,4,69
962,8950,65,51000,Petrol,86,1300,3,69
963,8895,61,50925,Petrol,110,1600,5,85
964,9390,66,50806,Petrol,86,1300,3,19
965,8750,59,50469,Petrol,110,1600,5,85
966,9750,61,50173,Petrol,110,1600,5,85
